work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_in_inr
2023,Senior,FT,Data Engineer,133800,USD,133800,US,0,US,M,11105400
2023,Senior,FT,Research Engineer,203000,USD,203000,US,0,US,M,16849000
2023,Senior,FT,Research Engineer,133000,USD,133000,US,0,US,M,11039000
2023,Entry-Level,FT,Research Scientist,220000,USD,220000,US,50,US,L,18260000
2022,Entry-Level,FT,Machine Learning Engineer,54000,CHF,56536,CH,100,CH,S,4692488
2023,Senior,FT,Data Scientist,150000,USD,150000,US,0,US,M,12450000
2023,Senior,FT,Data Scientist,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Analytics Engineer,289800,USD,289800,US,0,US,M,24053400
2023,Senior,FT,Analytics Engineer,214000,USD,214000,US,0,US,M,17762000
2023,Senior,FT,Analytics Engineer,179820,USD,179820,US,0,US,M,14925060
2023,Senior,FT,Analytics Engineer,143860,USD,143860,US,0,US,M,11940380
2023,Senior,FT,Machine Learning Engineer,283200,USD,283200,US,100,US,M,23505600
2023,Senior,FT,Machine Learning Engineer,188800,USD,188800,US,100,US,M,15670400
2023,Senior,FT,Analytics Engineer,289800,USD,289800,US,0,US,M,24053400
2023,Senior,FT,Analytics Engineer,214200,USD,214200,US,0,US,M,17778600
2023,Senior,FT,Data Engineer,185900,USD,185900,US,0,US,M,15429700
2023,Senior,FT,Data Engineer,129300,USD,129300,US,0,US,M,10731900
2023,Senior,FT,Data Engineer,252000,USD,252000,US,0,US,M,20916000
2023,Senior,FT,Data Engineer,129000,USD,129000,US,0,US,M,10707000
2023,Mid-Level,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,12865000
2023,Mid-Level,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Engineer,161800,USD,161800,US,100,US,M,13429400
2023,Senior,FT,Data Engineer,141600,USD,141600,US,100,US,M,11752800
2023,Senior,FT,Machine Learning Engineer,342300,USD,342300,US,0,US,L,28410900
2023,Senior,FT,Machine Learning Engineer,176100,USD,176100,US,0,US,L,14616300
2023,Mid-Level,FT,Data Engineer,100000,USD,100000,US,100,US,M,8300000
2023,Mid-Level,FT,Data Engineer,70000,USD,70000,US,100,US,M,5810000
2023,Entry-Level,FT,Data Engineer,85000,USD,85000,US,0,US,M,7055000
2023,Entry-Level,FT,Data Engineer,65000,USD,65000,US,0,US,M,5395000
2023,Senior,FT,Data Scientist,138784,USD,138784,US,100,US,M,11519072
2023,Senior,FT,Data Scientist,83270,USD,83270,US,100,US,M,6911410
2023,Entry-Level,FT,Data Analyst,75000,USD,75000,US,0,US,M,6225000
2023,Entry-Level,FT,Data Analyst,70000,USD,70000,US,0,US,M,5810000
2023,Senior,FT,Data Analyst,204500,USD,204500,US,0,US,M,16973500
2023,Senior,FT,Data Analyst,138900,USD,138900,US,0,US,M,11528700
2023,Senior,FT,Machine Learning Engineer,318300,USD,318300,US,100,US,M,26418900
2023,Senior,FT,Machine Learning Engineer,212200,USD,212200,US,100,US,M,17612600
2023,Senior,FT,Data Engineer,95000,USD,95000,US,100,US,M,7885000
2023,Senior,FT,Data Engineer,75000,USD,75000,US,100,US,M,6225000
2023,Senior,FT,Data Scientist,195000,USD,195000,US,0,US,M,16185000
2023,Senior,FT,Data Scientist,160000,USD,160000,US,0,US,M,13280000
2023,Senior,FT,Analytics Engineer,230000,USD,230000,US,0,US,M,19090000
2023,Senior,FT,Analytics Engineer,143200,USD,143200,US,0,US,M,11885600
2023,Mid-Level,FT,Data Engineer,100000,USD,100000,US,100,US,M,8300000
2023,Mid-Level,FT,Data Engineer,70000,USD,70000,US,100,US,M,5810000
2023,Mid-Level,FT,Business Data Analyst,105000,USD,105000,US,50,US,L,8715000
2023,Mid-Level,FT,Applied Data Scientist,1700000,INR,20670,IN,100,IN,L,1715610
2023,Mid-Level,FT,Data Analyst,38000,GBP,46178,GB,0,GB,M,3832774
2023,Mid-Level,FT,Data Analyst,35000,GBP,42533,GB,0,GB,M,3530239
2023,Senior,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Engineer,115000,USD,115000,US,0,US,M,9545000
2023,Senior,FT,Data Analyst,168400,USD,168400,US,0,US,M,13977200
2023,Senior,FT,Data Analyst,105200,USD,105200,US,0,US,M,8731600
2023,Senior,FT,Applied Scientist,309400,USD,309400,US,0,US,L,25680200
2023,Senior,FT,Applied Scientist,159100,USD,159100,US,0,US,L,13205300
2023,Senior,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M,15770000
2023,Senior,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,12450000
2023,Mid-Level,FT,Data Engineer,162500,USD,162500,US,0,US,M,13487500
2023,Mid-Level,FT,Data Engineer,130000,USD,130000,US,0,US,M,10790000
2023,Senior,FT,Analytics Engineer,150000,USD,150000,US,100,US,M,12450000
2023,Senior,FT,Analytics Engineer,120000,USD,120000,US,100,US,M,9960000
2023,Senior,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Engineer,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Applied Scientist,222200,USD,222200,US,0,US,L,18442600
2023,Senior,FT,Applied Scientist,136000,USD,136000,US,0,US,L,11288000
2023,Senior,FT,Data Analyst,45000,GBP,54685,CF,100,CF,M,4538855
2023,Senior,FT,Data Analyst,35000,GBP,42533,CF,100,CF,M,3530239
2023,Senior,FT,Data Engineer,241000,USD,241000,US,0,US,M,20003000
2023,Senior,FT,Data Engineer,155000,USD,155000,US,0,US,M,12865000
2023,Senior,FT,Data Engineer,220000,USD,220000,US,100,US,M,18260000
2023,Senior,FT,Data Engineer,190000,USD,190000,US,100,US,M,15770000
2023,Mid-Level,FT,Data Scientist,55000,GBP,66837,GB,0,GB,M,5547471
2023,Mid-Level,FT,Data Scientist,45000,GBP,54685,GB,0,GB,M,4538855
2020,Executive,FT,Staff Data Analyst,15000,USD,15000,NG,0,CA,M,1245000
2023,Mid-Level,FT,ETL Engineer,70000,GBP,85066,GB,100,GB,M,7060478
2023,Mid-Level,FT,ETL Engineer,47500,GBP,57723,GB,100,GB,M,4791009
2023,Entry-Level,FT,Data Analyst,85000,USD,85000,US,100,US,M,7055000
2023,Entry-Level,FT,Data Analyst,75000,USD,75000,US,100,US,M,6225000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,0,US,M,13280000
2023,Senior,FT,Data Engineer,140000,USD,140000,US,0,US,M,11620000
2023,Mid-Level,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M,24900000
2023,Mid-Level,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,20750000
2023,Senior,FT,Data Scientist,228000,USD,228000,US,0,US,M,18924000
2023,Senior,FT,Data Scientist,186000,USD,186000,US,0,US,M,15438000
2023,Senior,FT,Data Scientist,190000,USD,190000,US,0,US,M,15770000
2023,Senior,FT,Data Scientist,170000,USD,170000,US,0,US,M,14110000
2023,Mid-Level,FT,Research Engineer,230000,USD,230000,US,0,US,M,19090000
2023,Mid-Level,FT,Research Engineer,200000,USD,200000,US,0,US,M,16600000
2023,Senior,FT,Data Architect,180000,USD,180000,US,100,US,M,14940000
2023,Senior,FT,Data Architect,115000,USD,115000,US,100,US,M,9545000
2023,Senior,FT,Data Architect,200000,USD,200000,US,100,US,M,16600000
2023,Senior,FT,Data Architect,115000,USD,115000,US,100,US,M,9545000
2023,Senior,FT,Data DevOps Engineer,50000,EUR,53654,FR,50,FR,S,4453282
2023,Executive,FT,Data Engineer,220000,USD,220000,US,0,US,M,18260000
2023,Executive,FT,Data Engineer,205000,USD,205000,US,0,US,M,17015000
2023,Mid-Level,FT,Data Engineer,180000,USD,180000,US,0,US,M,14940000
2023,Mid-Level,FT,Data Engineer,130000,USD,130000,US,0,US,M,10790000
2023,Senior,FT,Data Engineer,200000,USD,200000,US,100,US,M,16600000
2023,Senior,FT,Data Engineer,150000,USD,150000,US,100,US,M,12450000
2023,Senior,FT,Computer Vision Engineer,215000,USD,215000,US,0,US,M,17845000
2023,Senior,FT,Computer Vision Engineer,170000,USD,170000,US,0,US,M,14110000
2023,Senior,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,20542500
2023,Senior,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,14292600
2023,Senior,FT,Data Scientist,224000,USD,224000,CA,0,CA,M,18592000
2023,Senior,FT,Data Scientist,176000,USD,176000,CA,0,CA,M,14608000
2023,Senior,FT,Data Analyst,120000,USD,120000,US,100,US,M,9960000
2023,Senior,FT,Data Analyst,75000,USD,75000,US,100,US,M,6225000
2023,Entry-Level,FT,Data Engineer,1400000,INR,17022,IN,100,IN,L,1412826
2023,Senior,FT,Applied Data Scientist,100000,AUD,68318,AU,100,FI,M,5670394
2023,Mid-Level,FT,AI Developer,100000,SGD,75020,FI,0,FI,M,6226660
2023,Senior,FT,Data Analyst,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Analyst,120000,USD,120000,US,0,US,M,9960000
2023,Senior,FT,Data Engineer,128000,USD,128000,US,0,US,M,10624000
2023,Senior,FT,Data Engineer,81500,USD,81500,US,0,US,M,6764500
2023,Senior,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Engineer,115000,USD,115000,US,0,US,M,9545000
2023,Senior,FT,Data Engineer,185000,USD,185000,US,0,US,M,15355000
2023,Senior,FT,Data Engineer,140000,USD,140000,US,0,US,M,11620000
2023,Executive,FT,Head of Data,329500,USD,329500,US,0,US,M,27348500
2023,Executive,FT,Head of Data,269600,USD,269600,US,0,US,M,22376800
2023,Senior,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,8300000
2023,Senior,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,6640000
2023,Senior,FT,Data Scientist,250000,USD,250000,US,0,US,M,20750000
2023,Senior,FT,Data Scientist,162500,USD,162500,US,0,US,M,13487500
2023,Mid-Level,FT,AI Developer,200000,USD,200000,US,100,US,M,16600000
2023,Senior,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Engineer,100000,USD,100000,US,0,US,M,8300000
2023,Executive,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Executive,FT,Data Engineer,115000,USD,115000,US,0,US,M,9545000
2023,Senior,FT,Data Scientist,203500,USD,203500,US,0,US,M,16890500
2023,Senior,FT,Data Scientist,152000,USD,152000,US,0,US,M,12616000
2023,Senior,FT,Data Scientist,239000,USD,239000,US,0,US,L,19837000
2023,Senior,FT,Data Scientist,122900,USD,122900,US,0,US,L,10200700
2023,Senior,FT,Data Scientist,237000,USD,237000,US,0,US,M,19671000
2023,Senior,FT,Data Scientist,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Science Manager,191765,USD,191765,US,0,US,M,15916495
2023,Senior,FT,Data Science Manager,134236,USD,134236,US,0,US,M,11141588
2023,Senior,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,15770000
2023,Senior,FT,Analytics Engineer,112000,USD,112000,US,100,US,M,9296000
2022,Senior,FT,Data Scientist,84000,EUR,88256,ES,100,GB,L,7325248
2023,Entry-Level,FT,Data Engineer,85000,USD,85000,US,0,US,M,7055000
2023,Entry-Level,FT,Data Engineer,65000,USD,65000,US,0,US,M,5395000
2023,Senior,FT,Data Analyst,135000,USD,135000,US,0,US,M,11205000
2023,Senior,FT,Data Analyst,105500,USD,105500,US,0,US,M,8756500
2023,Senior,FT,Research Engineer,293000,USD,293000,US,0,US,M,24319000
2023,Senior,FT,Research Engineer,185000,USD,185000,US,0,US,M,15355000
2023,Senior,FT,Data Analyst,80000,USD,80000,US,0,US,M,6640000
2023,Senior,FT,Data Analyst,70000,USD,70000,US,0,US,M,5810000
2023,Senior,FT,Data Engineer,220000,USD,220000,US,100,US,M,18260000
2023,Senior,FT,Data Engineer,160000,USD,160000,US,100,US,M,13280000
2023,Senior,FT,Data Scientist,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Scientist,145000,USD,145000,US,100,US,M,12035000
2023,Senior,FT,Data Analyst,200000,USD,200000,US,0,US,M,16600000
2023,Senior,FT,Data Analyst,148500,USD,148500,US,0,US,M,12325500
2023,Senior,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,4007987
2023,Senior,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,3206373
2023,Senior,FT,Data Engineer,240500,USD,240500,US,0,US,L,19961500
2023,Senior,FT,Data Engineer,123700,USD,123700,US,0,US,L,10267100
2023,Senior,FT,Analytics Engineer,152900,USD,152900,US,100,US,M,12690700
2023,Senior,FT,Analytics Engineer,117100,USD,117100,US,100,US,M,9719300
2023,Senior,FT,Analytics Engineer,173000,USD,173000,US,100,US,M,14359000
2023,Senior,FT,Analytics Engineer,113000,USD,113000,US,100,US,M,9379000
2023,Senior,FT,Applied Scientist,260000,USD,260000,US,0,US,L,21580000
2023,Senior,FT,Applied Scientist,136000,USD,136000,US,0,US,L,11288000
2023,Executive,FT,Data Engineer,175000,USD,175000,US,0,US,M,14525000
2023,Executive,FT,Data Engineer,110000,USD,110000,US,0,US,M,9130000
2023,Senior,FT,Applied Scientist,260000,USD,260000,US,0,US,L,21580000
2023,Senior,FT,Applied Scientist,136000,USD,136000,US,0,US,L,11288000
2023,Senior,FT,Research Scientist,130000,USD,130000,US,100,US,M,10790000
2023,Senior,FT,Research Scientist,110000,USD,110000,US,100,US,M,9130000
2023,Senior,FT,Applied Scientist,205000,USD,205000,US,100,US,M,17015000
2023,Senior,FT,Applied Scientist,184000,USD,184000,US,100,US,M,15272000
2023,Senior,FT,Data Analyst,149500,USD,149500,US,100,US,M,12408500
2023,Senior,FT,Data Analyst,127075,USD,127075,US,100,US,M,10547225
2023,Senior,FT,Data Scientist,195000,USD,195000,US,0,US,M,16185000
2023,Senior,FT,Data Scientist,160000,USD,160000,US,0,US,M,13280000
2023,Senior,FT,Data Engineer,219535,USD,219535,US,100,US,M,18221405
2023,Senior,FT,Data Engineer,146115,USD,146115,US,100,US,M,12127545
2023,Senior,FT,Data Scientist,170000,USD,170000,US,0,US,M,14110000
2023,Senior,FT,Data Scientist,135000,USD,135000,US,0,US,M,11205000
2023,Senior,FT,Data Scientist,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Scientist,145000,USD,145000,US,100,US,M,12035000
2023,Senior,FT,Data Scientist,199000,USD,199000,US,0,US,M,16517000
2023,Senior,FT,Data Scientist,162000,USD,162000,US,0,US,M,13446000
2023,Senior,FT,Applied Scientist,222200,USD,222200,US,0,US,L,18442600
2023,Senior,FT,Applied Scientist,136000,USD,136000,US,0,US,L,11288000
2023,Executive,FT,Analytics Engineer,221000,USD,221000,US,100,US,M,18343000
2023,Executive,FT,Analytics Engineer,153000,USD,153000,US,100,US,M,12699000
2023,Senior,FT,Data Analyst,187000,USD,187000,US,0,US,M,15521000
2023,Senior,FT,Data Analyst,128000,USD,128000,US,0,US,M,10624000
2023,Senior,FT,Research Scientist,210000,USD,210000,US,0,US,M,17430000
2023,Senior,FT,Research Scientist,136000,USD,136000,US,0,US,M,11288000
2023,Senior,FT,Data Scientist,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Scientist,100000,USD,100000,US,100,US,M,8300000
2023,Senior,FT,Data Engineer,179000,USD,179000,US,0,US,M,14857000
2023,Senior,FT,Data Engineer,109000,USD,109000,US,0,US,M,9047000
2023,Senior,FT,Data Scientist,245000,USD,245000,US,0,US,M,20335000
2023,Senior,FT,Data Scientist,180000,USD,180000,US,0,US,M,14940000
2023,Senior,FT,Data Analyst,142000,USD,142000,US,100,US,M,11786000
2023,Senior,FT,Data Analyst,75000,USD,75000,US,100,US,M,6225000
2023,Senior,FT,Data Manager,198800,USD,198800,US,0,US,M,16500400
2023,Senior,FT,Data Manager,105200,USD,105200,US,0,US,M,8731600
2023,Senior,FT,Data Analyst,125000,USD,125000,US,100,US,M,10375000
2023,Senior,FT,Data Analyst,112000,USD,112000,US,100,US,M,9296000
2023,Senior,FT,Data Scientist,210000,USD,210000,US,0,US,M,17430000
2023,Senior,FT,Data Scientist,155000,USD,155000,US,0,US,M,12865000
2023,Senior,FT,Data Manager,115000,USD,115000,US,100,US,M,9545000
2023,Senior,FT,Data Manager,86000,USD,86000,US,100,US,M,7138000
2023,Senior,FT,Data Scientist,165000,USD,165000,US,0,US,M,13695000
2023,Senior,FT,Data Scientist,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Analyst,139000,USD,139000,US,0,US,M,11537000
2023,Senior,FT,Data Analyst,106000,USD,106000,US,0,US,M,8798000
2023,Entry-Level,FT,Data Analyst,55000,CAD,40663,CA,0,CA,L,3375029
2022,Senior,FT,AI Developer,275000,USD,275000,CA,0,CA,S,22825000
2023,Senior,FL,Machine Learning Researcher,50000,USD,50000,UA,50,UA,S,4150000
2023,Mid-Level,FT,Machine Learning Engineer,280700,USD,280700,US,100,US,M,23298100
2023,Mid-Level,FT,Machine Learning Engineer,150450,USD,150450,US,100,US,M,12487350
2023,Entry-Level,FT,Data Scientist,70000,CAD,51753,CA,100,CA,L,4295499
2023,Senior,FT,Data Architect,250500,USD,250500,US,0,US,M,20791500
2023,Senior,FT,Data Architect,159500,USD,159500,US,0,US,M,13238500
2023,Senior,FT,Data Engineer,145000,USD,145000,US,0,US,M,12035000
2023,Senior,FT,Data Engineer,115000,USD,115000,US,0,US,M,9545000
2023,Senior,FT,Data Analyst,140000,USD,140000,US,0,US,M,11620000
2023,Senior,FT,Data Analyst,120000,USD,120000,US,0,US,M,9960000
2023,Entry-Level,FT,Data Scientist,130001,USD,130001,US,100,US,M,10790083
2023,Entry-Level,FT,Data Scientist,71907,USD,71907,US,100,US,M,5968281
2023,Mid-Level,FT,Data Scientist,93918,USD,93918,US,100,US,M,7795194
2023,Mid-Level,FT,Data Scientist,51962,USD,51962,US,100,US,M,4312846
2023,Senior,FT,Data Analyst,175000,USD,175000,CA,100,CA,M,14525000
2023,Senior,FT,Data Analyst,135000,USD,135000,CA,100,CA,M,11205000
2023,Entry-Level,FT,Data Engineer,85000,USD,85000,US,0,US,M,7055000
2023,Entry-Level,FT,Data Engineer,65000,USD,65000,US,0,US,M,5395000
2023,Senior,FT,Machine Learning Engineer,257000,USD,257000,US,0,US,M,21331000
2023,Senior,FT,Machine Learning Engineer,147000,USD,147000,US,0,US,M,12201000
2023,Senior,FT,Data Engineer,222000,USD,222000,US,100,US,M,18426000
2023,Senior,FT,Data Engineer,175000,USD,175000,US,100,US,M,14525000
2023,Senior,FT,Data Scientist,203000,USD,203000,US,100,US,M,16849000
2023,Senior,FT,Data Scientist,133200,USD,133200,US,100,US,M,11055600
2023,Entry-Level,FT,Applied Scientist,213660,USD,213660,US,0,US,L,17733780
2023,Entry-Level,FT,Applied Scientist,130760,USD,130760,US,0,US,L,10853080
